tick,timestamp,mid_price,bid_price,ask_price,inventory,cash,realized_pnl,unrealized_pnl,total_pnl,trade_count,volatility,reservation_price,half_spread
166,1165000,49550,44600,54500,0,0,0,0,0,0,0,49550,150
167,1166000,49450,44500,54400,0,0,0,0,0,0,0,49450,150
168,1167000,49450,44500,54400,0,0,0,0,0,0,0,49450,150
169,1168000,49550,44600,54500,0,0,0,0,0,0,0,49550,150
170,1169000,49750,44800,54700,0,0,0,0,0,0,0,49750,150
171,1170000,49650,44700,54600,0,0,0,0,0,0,0,49650,150
172,1171000,49850,44900,54800,0,0,0,0,0,0,0,49850,150
173,1172000,50050,45100,55000,0,0,0,0,0,0,0,50050,150
174,1173000,50150,45200,55100,0,0,0,0,0,0,0,50150,150
175,1174000,50150,45200,55100,0,0,0,0,0,0,0,50150,150
176,1175000,50050,45100,55000,0,0,0,0,0,0,0,50050,150
177,1176000,49950,45000,54900,0,0,0,0,0,0,0,49950,150
178,1177000,50150,45200,55100,0,0,0,0,0,0,0,50150,150
179,1178000,50150,45200,55100,0,0,0,0,0,0,0,50150,150
180,1179000,49950,45000,54900,0,0,0,0,0,0,0,49950,150
181,1180000,49950,45000,54900,0,0,0,0,0,0,0,49950,150
182,1181000,49850,44900,54800,0,0,0,0,0,0,0,49850,150
183,1182000,49850,44900,54800,0,0,0,0,0,0,0,49850,150
184,1183000,50050,45100,55000,0,0,0,0,0,0,0,50050,150
185,1184000,50250,45200,55300,0,0,0,0,0,0,0,50250,150
186,1185000,50150,45200,55100,0,0,0,0,0,0,0,50150,150
187,1186000,50150,45200,55100,0,0,0,0,0,0,0,50150,150
188,1187000,50050,45100,55000,0,0,0,0,0,0,0,50050,150
189,1188000,49950,45000,54900,0,0,0,0,0,0,0,49950,150
190,1189000,49750,44800,54700,0,0,0,0,0,0,0,49750,150
191,1190000,49550,44600,54500,0,0,0,0,0,0,0,49550,150
192,1191000,49650,44700,54600,0,0,0,0,0,0,0,49650,150
193,1192000,49750,44800,54700,0,0,0,0,0,0,0,49750,150
194,1193000,49750,44800,54700,0,0,0,0,0,0,0,49750,150
195,1194000,49750,44800,54700,0,0,0,0,0,0,0,49750,150
196,1195000,49950,45000,54900,0,0,0,0,0,0,0,49950,150
197,1196000,49750,44800,54700,0,0,0,0,0,0,0,49750,150
198,1197000,49850,44900,54800,0,0,0,0,0,0,0,49850,150
199,1198000,50050,45100,55000,0,0,0,0,0,0,0,50050,150
200,1199000,49950,45000,54900,0,0,0,0,0,0,0,49950,150
201,1200000,49750,44800,54700,0,0,0,0,0,0,0,49750,150
202,1201000,49950,45000,54900,0,0,0,0,0,0,0,49950,150
203,1202000,49950,45000,54900,0,0,0,0,0,0,0,49950,150
204,1203000,49950,45000,54900,0,0,0,0,0,0,0,49950,150
205,1204000,49950,45000,54900,0,0,0,0,0,0,0,49950,150
206,1205000,49850,44900,54800,0,0,0,0,0,0,0,49850,150
207,1206000,49750,44800,54700,0,0,0,0,0,0,0,49750,150
208,1207000,49650,44700,54600,0,0,0,0,0,0,0,49650,150
209,1208000,49550,44600,54500,0,0,0,0,0,0,0,49550,150
210,1209000,49350,44400,54300,0,0,0,0,0,0,0,49350,150
211,1210000,49450,44500,54400,0,0,0,0,0,0,0,49450,150
212,1211000,49350,44400,54300,0,0,0,0,0,0,0,49350,150
213,1212000,49250,44300,54200,0,0,0,0,0,0,0,49250,150
214,1213000,49450,44500,54400,0,0,0,0,0,0,0,49450,150
215,1214000,49550,44600,54500,0,0,0,0,0,0,0,49550,150
216,1215000,49550,44600,54500,0,0,0,0,0,0,0,49550,150
217,1216000,49550,44600,54500,0,0,0,0,0,0,0,49550,150
218,1217000,49750,44800,54700,0,0,0,0,0,0,0,49750,150
219,1218000,49750,44800,54700,0,0,0,0,0,0,0,49750,150
220,1219000,49950,45000,54900,0,0,0,0,0,0,0,49950,150
221,1220000,49950,45000,54900,0,0,0,0,0,0,0,49950,150
222,1221000,49750,44800,54700,0,0,0,0,0,0,0,49750,150
223,1222000,49850,44900,54800,0,0,0,0,0,0,0,49850,150
224,1223000,49750,44800,54700,0,0,0,0,0,0,0,49750,150
225,1224000,49650,44700,54600,0,0,0,0,0,0,0,49650,150
226,1225000,49850,44900,54800,0,0,0,0,0,0,0,49850,150
227,1226000,49950,45000,54900,0,0,0,0,0,0,0,49950,150
228,1227000,49950,45000,54900,0,0,0,0,0,0,0,49950,150
229,1228000,49950,45000,54900,0,0,0,0,0,0,0,49950,150
230,1229000,50150,45200,55100,0,0,0,0,0,0,0,50150,150
231,1230000,50050,45100,55000,0,0,0,0,0,0,0,50050,150
232,1231000,50250,45200,55300,0,0,0,0,0,0,0,50250,150
233,1232000,50450,45400,55500,0,0,0,0,0,0,0,50450,150
234,1233000,50250,45200,55300,0,0,0,0,0,0,0,50250,150
235,1234000,50050,45100,55000,0,0,0,0,0,0,0,50050,150
236,1235000,50050,45100,55000,0,0,0,0,0,0,0,50050,150
237,1236000,50050,45100,55000,0,0,0,0,0,0,0,50050,150
238,1237000,50150,45200,55100,0,0,0,0,0,0,0,50150,150
239,1238000,49950,45000,54900,0,0,0,0,0,0,0,49950,150
240,1239000,50050,45100,55000,0,0,0,0,0,0,0,50050,150
241,1240000,50150,45200,55100,0,0,0,0,0,0,0,50150,150
242,1241000,50250,45200,55300,0,0,0,0,0,0,0,50250,150
243,1242000,50150,45200,55100,0,0,0,0,0,0,0,50150,150
244,1243000,49950,45000,54900,0,0,0,0,0,0,0,49950,150
245,1244000,50150,45200,55100,0,0,0,0,0,0,0,50150,150
246,1245000,49950,45000,54900,0,0,0,0,0,0,0,49950,150
247,1246000,49750,44800,54700,0,0,0,0,0,0,0,49750,150
248,1247000,49950,45000,54900,0,0,0,0,0,0,0,49950,150
249,1248000,49950,45000,54900,0,0,0,0,0,0,0,49950,150
250,1249000,49950,45000,54900,0,0,0,0,0,0,0,49950,150
251,1250000,49750,44800,54700,0,0,0,0,0,0,0,49750,150
252,1251000,49550,44600,54500,0,0,0,0,0,0,0,49550,150
253,1252000,49450,44500,54400,0,0,0,0,0,0,0,49450,150
254,1253000,49350,44400,54300,0,0,0,0,0,0,0,49350,150
255,1254000,49150,44300,54000,0,0,0,0,0,0,0,49150,150
256,1255000,49150,44300,54000,0,0,0,0,0,0,0,49150,150
257,1256000,49250,44300,54200,0,0,0,0,0,0,0,49250,150
258,1257000,49050,44200,53900,0,0,0,0,0,0,0,49050,150
259,1258000,48850,44000,53700,0,0,0,0,0,0,0,48850,150
260,1259000,49050,44200,53900,0,0,0,0,0,0,0,49050,150
261,1260000,49050,44200,53900,0,0,0,0,0,0,0,49050,150
262,1261000,48850,44000,53700,0,0,0,0,0,0,0,48850,150
263,1262000,49050,44200,53900,0,0,0,0,0,0,0,49050,150
264,1263000,48950,44100,53800,0,0,0,0,0,0,0,48950,150
265,1264000,49150,44300,54000,0,0,0,0,0,0,0,49150,150
266,1265000,49250,44300,54200,0,0,0,0,0,0,0,49250,150
267,1266000,49350,44400,54300,0,0,0,0,0,0,0,49350,150
268,1267000,49350,44400,54300,0,0,0,0,0,0,0,49350,150
269,1268000,49250,44300,54200,0,0,0,0,0,0,0,49250,150
270,1269000,49250,44300,54200,0,0,0,0,0,0,0,49250,150
271,1270000,49450,44500,54400,0,0,0,0,0,0,0,49450,150
272,1271000,49550,44600,54500,0,0,0,0,0,0,0,49550,150
273,1272000,49550,44600,54500,0,0,0,0,0,0,0,49550,150
274,1273000,49450,44500,54400,0,0,0,0,0,0,0,49450,150
275,1274000,49650,44700,54600,0,0,0,0,0,0,0,49650,150
276,1275000,49750,44800,54700,0,0,0,0,0,0,0,49750,150
277,1276000,49850,44900,54800,0,0,0,0,0,0,0,49850,150
278,1277000,49750,44800,54700,0,0,0,0,0,0,0,49750,150
279,1278000,49650,44700,54600,0,0,0,0,0,0,0,49650,150
280,1279000,49850,44900,54800,0,0,0,0,0,0,0,49850,150
281,1280000,49650,44700,54600,0,0,0,0,0,0,0,49650,150
282,1281000,49750,44800,54700,0,0,0,0,0,0,0,49750,150
283,1282000,49850,44900,54800,0,0,0,0,0,0,0,49850,150
284,1283000,49850,44900,54800,0,0,0,0,0,0,0,49850,150
285,1284000,49850,44900,54800,0,0,0,0,0,0,0,49850,150
286,1285000,49850,44900,54800,0,0,0,0,0,0,0,49850,150
287,1286000,49650,44700,54600,0,0,0,0,0,0,0,49650,150
288,1287000,49850,44900,54800,0,0,0,0,0,0,0,49850,150
289,1288000,49950,45000,54900,0,0,0,0,0,0,0,49950,150
290,1289000,49850,44900,54800,0,0,0,0,0,0,0,49850,150
291,1290000,49650,44700,54600,0,0,0,0,0,0,0,49650,150
292,1291000,49550,44600,54500,0,0,0,0,0,0,0,49550,150
293,1292000,49450,44500,54400,0,0,0,0,0,0,0,49450,150
294,1293000,49450,44500,54400,0,0,0,0,0,0,0,49450,150
295,1294000,49450,44500,54400,0,0,0,0,0,0,0,49450,150
296,1295000,49350,44400,54300,0,0,0,0,0,0,0,49350,150
297,1296000,49350,44400,54300,0,0,0,0,0,0,0,49350,150
298,1297000,49550,44600,54500,0,0,0,0,0,0,0,49550,150
299,1298000,49650,44700,54600,0,0,0,0,0,0,0,49650,150
300,1299000,49650,44700,54600,0,0,0,0,0,0,0,49650,150
301,1300000,49650,44700,54600,0,0,0,0,0,0,0,49650,150
302,1301000,49550,44600,54500,0,0,0,0,0,0,0,49550,150
303,1302000,49550,44600,54500,0,0,0,0,0,0,0,49550,150
304,1303000,49450,44500,54400,0,0,0,0,0,0,0,49450,150
305,1304000,49250,44300,54200,0,0,0,0,0,0,0,49250,150
306,1305000,49150,44300,54000,0,0,0,0,0,0,0,49150,150
307,1306000,49150,44300,54000,0,0,0,0,0,0,0,49150,150
308,1307000,49350,44400,54300,0,0,0,0,0,0,0,49350,150
309,1308000,49250,44300,54200,0,0,0,0,0,0,0,49250,150
310,1309000,49350,44400,54300,0,0,0,0,0,0,0,49350,150
311,1310000,49350,44400,54300,0,0,0,0,0,0,0,49350,150
312,1311000,49150,44300,54000,0,0,0,0,0,0,0,49150,150
313,1312000,48950,44100,53800,0,0,0,0,0,0,0,48950,150
314,1313000,49050,44200,53900,0,0,0,0,0,0,0,49050,150
315,1314000,49150,44300,54000,0,0,0,0,0,0,0,49150,150
316,1315000,49150,44300,54000,0,0,0,0,0,0,0,49150,150
317,1316000,49350,44400,54300,0,0,0,0,0,0,0,49350,150
318,1317000,49550,44600,54500,0,0,0,0,0,0,0,49550,150
319,1318000,49750,44800,54700,0,0,0,0,0,0,0,49750,150
320,1319000,49550,44600,54500,0,0,0,0,0,0,0,49550,150
321,1320000,49350,44400,54300,0,0,0,0,0,0,0,49350,150
322,1321000,49350,44400,54300,0,0,0,0,0,0,0,49350,150
323,1322000,49350,44400,54300,0,0,0,0,0,0,0,49350,150
324,1323000,49250,44300,54200,0,0,0,0,0,0,0,49250,150
325,1324000,49150,44300,54000,0,0,0,0,0,0,0,49150,150
326,1325000,49250,44300,54200,0,0,0,0,0,0,0,49250,150
327,1326000,49150,44300,54000,0,0,0,0,0,0,0,49150,150
328,1327000,49250,44300,54200,0,0,0,0,0,0,0,49250,150
329,1328000,49350,44400,54300,0,0,0,0,0,0,0,49350,150
330,1329000,49350,44400,54300,0,0,0,0,0,0,0,49350,150
331,1330000,49550,44600,54500,0,0,0,0,0,0,0,49550,150
332,1331000,49350,44400,54300,0,0,0,0,0,0,0,49350,150
333,1332000,49350,44400,54300,0,0,0,0,0,0,0,49350,150
334,1333000,49250,44300,54200,0,0,0,0,0,0,0,49250,150
335,1334000,49450,44500,54400,0,0,0,0,0,0,0,49450,150
336,1335000,49650,44700,54600,0,0,0,0,0,0,0,49650,150
337,1336000,49850,44900,54800,0,0,0,0,0,0,0,49850,150
338,1337000,49850,44900,54800,0,0,0,0,0,0,0,49850,150
339,1338000,49850,44900,54800,0,0,0,0,0,0,0,49850,150
340,1339000,49850,44900,54800,0,0,0,0,0,0,0,49850,150
341,1340000,50050,45100,55000,0,0,0,0,0,0,0,50050,150
342,1341000,49950,45000,54900,0,0,0,0,0,0,0,49950,150
343,1342000,49750,44800,54700,0,0,0,0,0,0,0,49750,150
344,1343000,49750,44800,54700,0,0,0,0,0,0,0,49750,150
345,1344000,49950,45000,54900,0,0,0,0,0,0,0,49950,150
346,1345000,49750,44800,54700,0,0,0,0,0,0,0,49750,150
347,1346000,49550,44600,54500,0,0,0,0,0,0,0,49550,150
348,1347000,49550,44600,54500,0,0,0,0,0,0,0,49550,150
349,1348000,49750,44800,54700,0,0,0,0,0,0,0,49750,150
350,1349000,49850,44900,54800,0,0,0,0,0,0,0,49850,150
351,1350000,49650,44700,54600,0,0,0,0,0,0,0,49650,150
352,1351000,49650,44700,54600,0,0,0,0,0,0,0,49650,150
353,1352000,49650,44700,54600,0,0,0,0,0,0,0,49650,150
354,1353000,49450,44500,54400,0,0,0,0,0,0,0,49450,150
355,1354000,49450,44500,54400,0,0,0,0,0,0,0,49450,150
356,1355000,49350,44400,54300,0,0,0,0,0,0,0,49350,150
357,1356000,49550,44600,54500,0,0,0,0,0,0,0,49550,150
358,1357000,49750,44800,54700,0,0,0,0,0,0,0,49750,150
359,1358000,49650,44700,54600,0,0,0,0,0,0,0,49650,150
360,1359000,49850,44900,54800,0,0,0,0,0,0,0,49850,150
361,1360000,49850,44900,54800,0,0,0,0,0,0,0,49850,150
362,1361000,49650,44700,54600,0,0,0,0,0,0,0,49650,150
363,1362000,49550,44600,54500,0,0,0,0,0,0,0,49550,150
364,1363000,49350,44400,54300,0,0,0,0,0,0,0,49350,150
365,1364000,49350,44400,54300,0,0,0,0,0,0,0,49350,150
366,1365000,49450,44500,54400,0,0,0,0,0,0,0,49450,150
367,1366000,49250,44300,54200,0,0,0,0,0,0,0,49250,150
368,1367000,49150,44300,54000,0,0,0,0,0,0,0,49150,150
369,1368000,49250,44300,54200,0,0,0,0,0,0,0,49250,150
370,1369000,49350,44400,54300,0,0,0,0,0,0,0,49350,150
371,1370000,49150,44300,54000,0,0,0,0,0,0,0,49150,150
372,1371000,48950,44100,53800,0,0,0,0,0,0,0,48950,150
373,1372000,48750,43900,53600,0,0,0,0,0,0,0,48750,150
374,1373000,48950,44100,53800,0,0,0,0,0,0,0,48950,150
375,1374000,49150,44300,54000,0,0,0,0,0,0,0,49150,150
376,1375000,49350,44400,54300,0,0,0,0,0,0,0,49350,150
377,1376000,49250,44300,54200,0,0,0,0,0,0,0,49250,150
378,1377000,49450,44500,54400,0,0,0,0,0,0,0,49450,150
379,1378000,49650,44700,54600,0,0,0,0,0,0,0,49650,150
380,1379000,49450,44500,54400,0,0,0,0,0,0,0,49450,150
381,1380000,49450,44500,54400,0,0,0,0,0,0,0,49450,150
382,1381000,49650,44700,54600,0,0,0,0,0,0,0,49650,150
383,1382000,49550,44600,54500,0,0,0,0,0,0,0,49550,150
384,1383000,49550,44600,54500,0,0,0,0,0,0,0,49550,150
385,1384000,49650,44700,54600,0,0,0,0,0,0,0,49650,150
386,1385000,49650,44700,54600,0,0,0,0,0,0,0,49650,150
387,1386000,49650,44700,54600,0,0,0,0,0,0,0,49650,150
388,1387000,49650,44700,54600,0,0,0,0,0,0,0,49650,150
389,1388000,49550,44600,54500,0,0,0,0,0,0,0,49550,150
390,1389000,49750,44800,54700,0,0,0,0,0,0,0,49750,150
391,1390000,49550,44600,54500,0,0,0,0,0,0,0,49550,150
392,1391000,49350,44400,54300,0,0,0,0,0,0,0,49350,150
393,1392000,49450,44500,54400,0,0,0,0,0,0,0,49450,150
394,1393000,49650,44700,54600,0,0,0,0,0,0,0,49650,150
395,1394000,49550,44600,54500,0,0,0,0,0,0,0,49550,150
396,1395000,49350,44400,54300,0,0,0,0,0,0,0,49350,150
397,1396000,49550,44600,54500,0,0,0,0,0,0,0,49550,150
398,1397000,49650,44700,54600,0,0,0,0,0,0,0,49650,150
399,1398000,49750,44800,54700,0,0,0,0,0,0,0,49750,150
400,1399000,49550,44600,54500,0,0,0,0,0,0,0,49550,150
401,1400000,49650,44700,54600,0,0,0,0,0,0,0,49650,150
402,1401000,49450,44500,54400,0,0,0,0,0,0,0,49450,150
403,1402000,49650,44700,54600,0,0,0,0,0,0,0,49650,150
404,1403000,49750,44800,54700,0,0,0,0,0,0,0,49750,150
405,1404000,49950,45000,54900,0,0,0,0,0,0,0,49950,150
406,1405000,49850,44900,54800,0,0,0,0,0,0,0,49850,150
407,1406000,50050,45100,55000,0,0,0,0,0,0,0,50050,150
